name,birth,incoming_links,outgoing_links,page,latitude,longitude
Peter Abelard, (1079–1142),Boethius:Aristotle:Porphyry:,Arnold of Brescia:William of Ockham:John of Salisbury:,/wiki/Peter_Abelard,FILL,FILL
Thomas Aquinas, (1225–1274),St. Paul:Aristotle:Anselm of Canterbury:Plato:Pseudo-Dionysius:Albertus Magnus:Averroes:Socrates:Cicero:Boethius:Al-Ghazali:Avicenna:Maimonides:Augustine of Hippo:,Western philosophy:Catholic theology:Protestant theology:,/wiki/Thomas_Aquinas,FILL,FILL
Ortlepp,,,Friedrich Nietzsche:,/wiki/Ernst_Ortlepp,FILL,FILL
Arthur Pap,,,Nuel Belnap:,/wiki/Arthur_Pap,FILL,FILL
F. C. S. Schiller, (1864–1937),Protagoras:William James:,"Victoria, Lady Welby:William James:",/wiki/F._C._S._Schiller,FILL,FILL
Andrews,,,Lysander Spooner:,/wiki/Stephen_Pearl_Andrews,FILL,FILL
Frank P. Ramsey,,,Max Black:,/wiki/Frank_Ramsey_(mathematician),FILL,FILL
Quintilian,,,Augustine of Hippo:,/wiki/Quintilian,FILL,FILL
Pseudo-Dionysius the Areopagite, (5th century),Basil of Caesarea:Proclus:Clement of Alexandria:Iamblichus:Origen:Plotinus:Gregory of Nyssa:,Western Christianity:Eastern:,/wiki/Pseudo-Dionysius_the_Areopagite,FILL,FILL
Jacques Derrida, (1930–2004),Joyce:Levinas:Meister Eckhart:Rousseau:De Saussure:Husserl:Bataille:Plato:Barthes:Freud:Kafka:Nietzsche:Kierkegaard:Austin:Lévi-Strauss:Hegel:Marx:Benjamin:Blanchot:Genet:Heidegger:,James KA Smith:Judith Butler:Geoffrey Hartman:Paul B. Preciado:Catherine Malabou:John D. Caputo:Bernard Stiegler:Paul de Man:Béatrice Galinon-Mélénec:Maebh Long:Philippe Lacoue-Labarthe:Peter Rollins:Jean-Luc Nancy:Sarah Kofman:Gayatri Chakravorty Spivak:Richard Rorty:,/wiki/Jacques_Derrida,FILL,FILL
"Claude Henri de Rouvroy, Comte de Saint-Simon", (1760–1825),Charles Dunoyer:Anne Robert Jacques Turgot:Adam Smith:Augustin Thierry:Isaac Newton:Emmanuel Sieyès:Jean-Baptiste Say:Marquis de Condorcet:René Descartes:John Locke:Jean le Rond d'Alembert:Voltaire:Nicolas-Edme Rétif:Joseph de Maistre:Francis Bacon:David Hume:Jean-Jacques Rousseau:Edward Gibbon:,Pierre-Joseph Proudhon:Prosper Enfantin:Auguste Comte:Lorenz von Stein:Friedrich Engels:Karl Marx:Pierre Leroux:John Stuart Mill:Péreire brothers:Thorstein Veblen:Michel Chevalier:,"/wiki/Claude_Henri_de_Rouvroy,_Comte_de_Saint-Simon",FILL,FILL
William Robertson,,,Thomas Jefferson:,/wiki/William_Robertson_(historian),FILL,FILL
Parker,,,John Dewey:,/wiki/Francis_Wayland_Parker,FILL,FILL
Avicennism,,,Ibn Tufail:,/wiki/Avicennism,FILL,FILL
Alcmaeon of Croton, (5th century BC),Pythagoras:,Calcidius:Aristotle:Galen:Favorinus:Plutarch:Stobaeus:,/wiki/Alcmaeon_of_Croton,FILL,FILL
Martin Buber, (1878–1965),Immanuel Kant:Pierre-Joseph Proudhon:Søren Kierkegaard:Wilhelm Dilthey:Jacob L. Moreno:Sigmund Freud:Ludwig Feuerbach:Rudolf Bultmann:Ralph Waldo Emerson:Georg Simmel:Friedrich Nietzsche:Zhuangzi:,Abraham Joshua Heschel:Hans Urs von Balthasar:Gabriel Marcel:Franz Rosenzweig:Emmanuel Levinas:Emil Brunner:John Berger:Fritz Perls:Walter Kaufmann:Laura Perls:,/wiki/Martin_Buber,FILL,FILL
Stéphane Mallarmé,,,Alain Badiou:,/wiki/St%C3%A9phane_Mallarm%C3%A9,FILL,FILL
F. F. Zelinsky,,,Mikhail Bakhtin:,/wiki/Tadeusz_Stefan_Zieli%C5%84ski,FILL,FILL
Abel Rey,,,Gaston Bachelard:,/wiki/Abel_Rey,FILL,FILL
Jacobus Golius,,,René Descartes:,/wiki/Jacobus_Golius,FILL,FILL
Saint-Martin,,,Joseph de Maistre:,/wiki/Louis_Claude_de_Saint-Martin,FILL,FILL
Xenocrates, (396–314 BC),Pythagoreanism:Speusippus:,Crantor:Polemo:,/wiki/Xenocrates,FILL,FILL
Classic of Poetry,,,Confucius:,/wiki/Classic_of_Poetry,FILL,FILL
Ugo Foscolo,,,Giacomo Leopardi:,/wiki/Ugo_Foscolo,FILL,FILL
Hannah Arendt, (1906–1975),Aristotle:Montesquieu:Walter Benjamin:Karl Marx:Heinrich Blücher:Rosa Luxemburg:Karl Jaspers:Socrates:Goethe:Saint Augustine:Kant:Heidegger:,Giorgio Agamben:Elisabeth Young-Bruehl:Seyla Benhabib:Mario Kopić:Jacques Rancière:Emerita Quito:Claude Lefort:Julia Kristeva:,/wiki/Hannah_Arendt,FILL,FILL
Virgil,,,Augustine of Hippo:,/wiki/Virgil,FILL,FILL
Anton Marty, (1847–1914),Franz Brentano:,Roman Jakobson:,/wiki/Anton_Marty,FILL,FILL
Sydney Morgenbesser,,,Jerry Fodor:,/wiki/Sidney_M,FILL,FILL
Karl Höchberg,,,Eduard Bernstein:,/wiki/Karl_H%C3%B6chberg,FILL,FILL
Meade,,,John Rawls:,/wiki/James_Meade,FILL,FILL
Charles Cooley,,,George Herbert Mead:,/wiki/Charles_Cooley,FILL,FILL
J. L. Mackie, (1917–1981),David Hume:John Anderson:,Colin MacLeod:Michael Martin:Richard Joyce:,/wiki/J._L._Mackie,FILL,FILL
Abu Yaqub Yusuf,,,Ibn Tufail:,/wiki/Abu_Yaqub_Yusuf,FILL,FILL
Mohammed Abed al-Jabri,,,Enrique Dussel:,/wiki/Mohammed_Abed_al-Jabri,FILL,FILL
Nikolai Berdyaev, (1874–1948),Nietzsche:Solovyov:Baader:Hegel:Sergey Bulgakov:Seraphim of Sarov:Khomyakov:Lev Shestov:Semyon Frank:Dostoyevsky:Leontiev:Böhme:Kant:,Ellul:Marcel:Sergey Bulgakov:Mortimer J. Adler:Kroner:Huxley:Watts:Džalto:Semyon Frank:Ivan Devčić:Maurin:,/wiki/Nikolai_Berdyaev,FILL,FILL
Abraham Kuyper,,,Alvin Plantinga:,/wiki/Abraham_Kuyper,FILL,FILL
Richard Sylvan, (1935–1996),Alexius Meinong:,Graham Priest:,/wiki/Richard_Sylvan,FILL,FILL
Rudolf Steiner, (1861–1925),Nietzsche:Helena Blavatsky:Eduard von Hartmann:Hegel:Fichte:Schiller:Karl Julius Schröer:Franz Brentano:Silvio Gesell:Schelling:Goethe:Kant:,Edouard Schuré:Andrej Belyj:Daniel Nicol Dunlop:Saul Bellow:Andrei Tarkovsky:Max Heindel:Wassily Kandinsky:Hilma af Klint:Richard Tarnas:Josef Beuys:Albert Schweitzer:Owen Barfield:Valentin Tomberg:Hugo Bergmann:Martin Buber:,/wiki/Rudolf_Steiner,FILL,FILL
Maurras,,,Maurice Blanchot:,/wiki/Charles_Maurras,FILL,FILL
Gianni Vattimo, (born 1936),John Caputo:Luigi Pareyson:Martin Heidegger:Karl Marx:Hans-Georg Gadamer:Karl Löwith:Friedrich Nietzsche:Richard Rorty:,Mario Kopić:Lorenzo Ferrero:Richard Rorty:Stefan Lorenz Sorgner:Maurizio Ferraris:,/wiki/Gianni_Vattimo,FILL,FILL
Allama Tabatabai, (1903–1981),Mulla Sadra:Hujjat Kuhkamari:Naeeni:Hadi Sabzavari:Sayyed Hosein Badkuba'i:Allameh Qazi:Muhammad Hosein Esfehani:Sayyid Abu'l-Qasim Khwansari:,Musa Sadr:Dariush Shayegan:Makarem Shirazi:Muhammad Beheshti:Hossein Nasr:Hassan Hassanzadeh Amoli:Muhammad al-Tijani:Muhammad Mofatteh:Ebrahim Amini:Sayyed Jalal-ed-Din Ashtiani:Javadi Amoli:Morteza Motahhari:Henry Corbin:,/wiki/Allama_Tabatabai,FILL,FILL
Karl Jaspers, (1883–1969),Immanuel Kant:Nicolaus Cusanus:Max Weber:Søren Kierkegaard:Georg Wilhelm Friedrich Hegel:Martin Heidegger:Spinoza:Friedrich Nietzsche:Meister Eckhart:,William A. Earle:Paul Ricœur:Heinrich Blücher:Hans-Georg Gadamer:Hannah Arendt:,/wiki/Karl_Jaspers,FILL,FILL
Julien Offray de La Mettrie, (1709–1751),John Locke:François-Joseph Hunauld:Herman Boerhaave:,François Picavet:Michel Onfray:,/wiki/Julien_Offray_de_La_Mettrie,FILL,FILL
